player_id,team_id,player_name,player_shirt_number,player_age,player_height,player_nationality,player_positions,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS,AerialsWon,MotM,Rating,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,Crosses,LongB,ThrB,strengths,weaknesses,player_style,name_lower,RecordID,ClubName,League/Country,BootsName,BootsMaterial,BootsBrand,BootsPack,BootsType,BootsPosition,BootsTopPlayers,PlayerMarketValue
246,9,Jon Moncayola,7.0,27,189,Spain,"['Defender Right', 'Midfielder Centre', 'Midfielder Right']",34,2113,0,0,10,0,0.7,80.2,0.5,0,6.54,2.2,0.3,1.1,0.0,0.6,0.9,0.1,0,1.0,0.3,0.0,0.3,0.8,27.3,1.0,1.6,0.0,[],['Passing'],"['Likes to play long balls', 'Plays the ball off the ground often', 'Likes to tackle']",jon moncayola,1679742361-1390,CA Osasuna,La Liga,Tiempo Legend 9,Kangaroo Leather,Nike,Progress,Modern C,Defence,Virgil van Dijk,€12 million
249,9,Kike Barja,11.0,28,178,Spain,"['Attacking Midfielder Left', 'Attacking Midfielder Right']",16,312,0,1,3,0,0.3,79.2,0.4,0,6.35,0.3,0.2,0.6,0.0,0.2,0.1,0.0,0,0.7,0.3,0.1,0.3,1.1,4.8,0.9,0.1,0.0,"['Key passes', 'Dribbling']",['Passing'],"['Likes to dribble', 'Likes to do layoffs', 'Likes to cross', 'Likes to play short passes']",kike barja,1679742361-1381,CA Osasuna,La Liga,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€3 million
250,9,Pablo Ibáñez,8.0,26,179,Spain,['Defensive Midfielder C'],29,1233,1,1,5,0,0.7,77.0,0.6,0,6.35,0.7,0.6,1.0,0.0,0.7,1.1,0.3,0,0.2,1.0,0.0,0.4,0.7,17.6,0.1,0.6,0.0,"['Aerial Duels', 'Key passes', 'Ball interception']","['Tackling', 'Passing']","['Likes to dribble', 'Indirect set-piece threat', 'Does not dive into tackles']",pablo ibáñez,1679742361-1387,CA Osasuna,La Liga,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Generation,Speed,Attack,Cristiano Ronaldo,€1 million
252,9,Raúl García,9.0,24,192,Spain,['Forward'],32,701,6,0,0,0,0.7,71.1,0.6,0,6.23,0.4,0.0,0.4,0.0,0.2,0.2,0.0,0,0.1,0.4,0.2,0.4,0.7,4.9,0.0,0.0,0.0,"['Long shots', 'Aerial Duels']",['Passing'],['Likes to do flick ons'],raúl garcía,1679742361-1609,Athletic Club,La Liga,Phantom GT,,Nike,Daybreak Pack,Control,Midfield,Erling Haaland,€3 million
253,9,Rubén Peña,15.0,33,170,Spain,"['Defender Left', 'Defender Right', 'Midfielder Left', 'Midfielder Right', 'Forward']",25,765,0,0,1,0,0.4,66.8,0.3,0,6.19,0.5,0.2,0.5,0.0,0.4,0.8,0.0,0,0.5,0.3,0.0,0.5,1.0,9.2,0.3,0.4,0.0,"['Ball interception', 'Dribbling']","['Holding on to the ball', 'Aerial Duels', 'Finishing', 'Passing', 'Concentration']","['Plays the ball off the ground often', 'Likes to cross', 'Likes to tackle']",rubén peña,1679742361-1394,CA Osasuna,La Liga,Ultra Ultimate,ULTRAWEAVE,Puma,Supercharge,Speed,Attack,Antoine Griezmann,€3 million
254,9,Moi Gómez,16.0,30,176,Spain,"['Midfielder Centre', 'Midfielder Left', 'Midfielder Right']",26,780,0,0,1,0,0.2,82.8,0.3,0,6.17,0.5,0.2,0.5,0.0,0.3,0.2,0.1,1,0.4,0.2,0.0,0.3,0.4,17.8,0.5,0.8,0.0,"['Holding on to the ball', 'Passing']",['Tackling'],"['Likes to shoot from distance', 'Does not dive into tackles']",moi gómez,1679742361-1385,CA Osasuna,La Liga,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€10 million
257,9,Nacho Vidal,2.0,30,180,Spain,['Defender Right'],22,120,2,0,4,0,0.0,77.1,0.6,0,6.05,0.4,0.0,0.4,0.2,1.2,0.6,0.0,0,0.0,0.2,0.0,0.4,0.4,7.0,0.0,0.6,0.0,"['Aerial Duels', 'Ball interception']","['Crossing', 'Holding on to the ball', 'Passing']",['Commits fouls often'],nacho vidal,1679742361-1395,CA Osasuna,La Liga,Predator Accuracy.1 Low,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,€5 million
259,9,Javi Martínez,21.0,25,180,Spain,"['Midfielder Centre', 'Midfielder Right']",15,5,0,0,2,0,0.0,100.0,0.0,0,5.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,['Ball interception'],"['Tackling', 'Aerial Duels', 'Passing']","['Likes to play short passes', 'Does not dive into tackles']",javi martínez,1679742361-2958,SD Huesca,Other League,Predator Accuracy.1 Low,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,€1 million
260,9,Unai García,4.0,33,186,Spain,['Defender Centre'],2,64,0,0,0,0,0.0,94.6,0.5,0,5.74,0.0,0.0,1.5,0.0,0.5,0.0,0.0,0,0.0,1.5,0.0,0.0,0.5,18.5,0.0,0.5,0.0,[],"['Passing', 'Discipline', 'Concentration']","['Plays the ball off the ground often', 'Likes to play long balls']",unai garcía,1679742361-1397,CA Osasuna,La Liga,Tiempo Legend 9,Kangaroo Leather,Nike,Progress,Modern C,Defence,Virgil van Dijk,€3 million
261,10,Leo Román,13.0,24,189,Spain,['Goalkeeper'],7,630,0,0,0,0,0.0,53.6,0.1,2,7.23,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0,0.0,0.1,0.0,0.0,0.0,31.7,0.0,9.0,0.0,"['Long passing', 'Shot stopping (Reflexes)', 'Saving close range shots', 'Saving long shots']",[],[],leo román,1679742361-1424,RCD Mallorca,La Liga,Mercurial Superfly 8,Flyknit,Nike,Progress,Speed,Attack,Cristiano Ronaldo,€0 million
262,10,Pablo Maffeo,23.0,27,172,Spain,"['Defender Left', 'Defender Right', 'Midfielder Right']",31,2376,0,2,7,0,0.2,76.2,0.7,2,6.87,2.0,0.8,0.7,0.1,2.8,0.4,0.4,0,1.0,1.2,0.0,1.1,1.5,23.9,1.1,1.3,0.1,"['Crossing', 'Dribbling', 'Key passes', 'Concentration']","['Holding on to the ball', 'Passing']","['Likes to dribble', 'Likes to cross', 'Plays the ball off the ground often', 'Likes to play long balls']",pablo maffeo,1679742361-1421,RCD Mallorca,La Liga,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€6 million
263,10,Antonio Raíllo,21.0,33,187,Spain,['Defender Centre'],36,3119,2,0,7,1,1.0,88.7,3.6,2,6.85,0.9,0.8,1.4,0.3,6.1,0.1,1.0,0,0.3,0.3,0.1,0.2,0.2,48.9,0.0,2.4,0.0,"['Concentration', 'Aerial Duels', 'Blocking the ball']",['Tackling'],"['Indirect set-piece threat', 'Does not dive into tackles', 'Clears the ball out of defence often', 'Commits fouls often']",antonio raíllo,1679742361-1422,RCD Mallorca,La Liga,Ultra Ultimate,ULTRAWEAVE,Puma,Fastest,Speed,Attack,Antoine Griezmann,€3 million
264,10,Samú Costa,12.0,24,183,,['Defensive Midfielder C'],33,2580,0,2,7,1,0.9,82.1,2.2,0,6.7,2.5,1.0,1.8,0.0,2.5,1.3,0.5,0,0.4,1.8,0.1,1.0,1.2,41.4,0.2,2.2,0.0,"['Aerial Duels', 'Tackling', 'Ball interception', 'Blocking the ball', 'Concentration']",['Passing'],"['Likes to play long balls', 'Likes to tackle', 'Commits fouls often']",samú costa,1679742361-1641,UD Almería,La Liga,Zoom Mercurial Superfly 9,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,€5 million
265,10,Sergi Darder,10.0,31,180,Spain,"['Midfielder Centre', 'Midfielder Left', 'Midfielder Right']",38,2674,2,6,4,0,0.9,82.0,0.3,4,6.74,1.0,0.4,0.6,0.0,0.5,0.7,0.0,0,1.4,1.0,0.1,0.8,0.9,28.8,1.5,2.0,0.1,"['Crossing', 'Taking set-pieces', 'Through balls', 'Dribbling', 'Key passes', 'Holding on to the ball']",['Aerial Duels'],"['Likes to play long balls', 'Plays the ball off the ground often', 'Likes to shoot from distance', 'Likes to cross']",sergi darder,1679742361-1488,RCD Espanyol,La Liga,Copa Pure.1,Fusionskin,adidas,Own Your Football,Control,Midfield,Paulo Dybala,€14 million
266,10,Vedat Muriqi,7.0,31,194,Kosovo,['Forward'],37,2372,12,3,3,2,2.0,62.5,4.7,4,6.86,0.2,0.2,1.2,0.0,1.5,0.1,0.0,1,1.0,1.4,0.7,0.9,1.9,16.7,0.1,0.4,0.0,"['Aerial Duels', 'Through balls', 'Headed attempts']","['Holding on to the ball', 'Finishing', 'Offside awareness', 'Discipline']","['Likes to do flick ons', 'Likes to do layoffs', 'Does not dive into tackles']",vedat muriqi,1679742361-1405,RCD Mallorca,La Liga,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€10 million
267,10,Martin Valjent,24.0,29,187,Slovakia,['Defender Centre'],32,2765,3,0,4,0,0.4,86.8,1.6,0,6.7,1.0,0.6,0.5,0.2,6.0,0.3,0.7,0,0.1,0.4,0.0,0.0,0.4,42.8,0.0,2.5,0.0,['Concentration'],"['Passing', 'Tackling']","['Clears the ball out of defence often', 'Does not dive into tackles']",martin valjent,1679742361-1415,RCD Mallorca,La Liga,Phantom GT DF,,Nike,,Control,,Erling Haaland,€5 million
269,10,Robert Navarro,27.0,23,178,Spain,"['Attacking Midfielder Left', 'Attacking Midfielder Right']",24,1286,1,0,3,0,0.8,80.0,0.2,0,6.61,1.3,0.8,0.6,0.0,0.3,0.4,0.0,0,0.6,0.9,0.1,1.5,2.0,18.9,0.2,0.5,0.1,"['Dribbling', 'Defensive contribution']",['Finishing'],"['Likes to dribble', 'Likes to play short passes', 'Likes to tackle']",robert navarro,1679742361-1338,Real Sociedad,La Liga,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,€4 million
270,10,Dominik Greif,1.0,28,197,Slovakia,['Goalkeeper'],32,2790,0,0,1,0,0.0,67.7,0.3,0,6.6,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0,0.0,0.1,0.0,0.0,0.0,29.8,0.0,6.8,0.0,"['Long passing', 'Concentration', 'Shot stopping (Reflexes)', 'Saving close range shots']",['Catching crosses'],[],dominik greif,1679742361-1426,RCD Mallorca,La Liga,Mercurial Vapor 14,Flyknit,Nike,,Speed,Attack,Cristiano Ronaldo,€2 million
271,10,Johan Mojica,22.0,32,185,Colombia,"['Defender Left', 'Midfielder Left']",52,3267,1,2,6,0,0.4,78.9,0.3,1,6.63,1.2,0.7,0.5,0.1,1.9,0.6,0.1,0,1.0,0.8,0.0,0.9,1.4,35.2,1.3,2.4,0.0,"['Crossing', 'Key passes', 'Dribbling']","['Aerial Duels', 'Holding on to the ball', 'Concentration', 'Tackling']","['Likes to play long balls', 'Likes to cross', 'Likes to dribble', 'Plays the ball off the ground often', 'Does not dive into tackles']",johan mojica,1679742361-1274,Villarreal CF,La Liga,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,€5 million
272,10,Manu Morlanes,8.0,26,178,Spain,['Defensive Midfielder C'],23,1315,0,0,7,0,0.5,89.9,0.5,0,6.53,2.0,1.1,0.7,0.0,0.7,0.5,0.3,0,0.5,0.6,0.0,0.5,0.4,31.0,0.1,1.0,0.0,"['Tackling', 'Ball interception']",['Aerial Duels'],"['Plays the ball off the ground often', 'Likes to tackle']",manu morlanes,1679742361-1412,RCD Mallorca,La Liga,Copa Pure.1,Fusionskin,adidas,Own Your Football,Control,Midfield,Paulo Dybala,€4 million
274,10,Omar Mascarell,5.0,32,181,Spain,"['Defender Centre', 'Defensive Midfielder C']",36,1925,1,0,4,1,0.3,85.1,1.4,1,6.49,0.8,1.6,0.8,0.1,1.7,0.6,0.6,0,0.1,0.4,0.0,0.3,0.3,29.6,0.0,2.0,0.0,"['Aerial Duels', 'Ball interception', 'Blocking the ball']",['Tackling'],"['Likes to shoot from distance', 'Likes to play long balls', 'Does not dive into tackles']",omar mascarell,1679742361-1511,Elche CF,La Liga,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€4 million
275,10,Cyle Larin,17.0,30,188,Canada,"['Attacking Midfielder Left', 'Attacking Midfielder Right', 'Forward']",44,2149,7,2,5,0,1.3,69.3,1.9,1,6.35,0.4,0.0,1.1,0.0,0.6,0.2,0.1,0,0.4,0.9,0.7,1.9,2.3,10.3,0.0,0.2,0.0,[],"['Holding on to the ball', 'Passing', 'Offside awareness', 'Defensive contribution']","['Likes to do flick ons', 'Does not dive into tackles']",cyle larin,1679742361-1309,Real Valladolid,La Liga,Mercurial Vapor 14,Flyknit,Nike,Blueprint,Speed,Attack,Cristiano Ronaldo,€6 million
277,10,Takuma Asano,11.0,30,173,Japan,"['Attacking Midfielder Centre', 'Attacking Midfielder Left', 'Attacking Midfielder Right', 'Forward']",24,1060,2,1,0,0,1.3,73.4,0.3,0,6.33,0.6,0.3,0.2,0.0,0.4,0.2,0.0,0,0.3,0.7,0.3,0.6,1.3,9.5,0.1,0.0,0.0,['Finishing'],"['Crossing', 'Holding on to the ball', 'Passing', 'Aerial Duels', 'Offside awareness']","['Indirect set-piece threat', 'Counter attack threat', 'Likes to cut inside', 'Likes to play short passes', 'Does not dive into tackles']",takuma asano,1679742361-298,VfL Bochum,Bundesliga,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€4 million
278,10,Toni Lato,3.0,27,171,Spain,"['Defender Left', 'Midfielder Left']",13,539,0,0,1,1,0.0,77.2,0.5,0,6.33,1.2,0.4,0.9,0.0,2.1,0.3,0.3,0,0.4,0.2,0.1,0.2,0.5,15.5,0.8,0.7,0.0,['Crossing'],"['Aerial Duels', 'Passing', 'Discipline']","['Likes to cross', 'Commits fouls often']",toni lato,1679742361-1291,Valencia CF,La Liga,Ultra Ultimate,ULTRAWEAVE,Puma,Supercharge,Speed,Attack,Antoine Griezmann,€3 million
279,10,Antonio Sánchez,18.0,28,179,Spain,"['Defender Right', 'Midfielder Centre', 'Midfielder Right']",32,1316,0,0,3,0,0.5,76.3,0.2,0,6.31,0.9,0.5,0.8,0.1,0.9,0.6,0.1,0,0.2,0.3,0.1,0.2,0.7,14.3,0.2,0.9,0.0,['Long shots'],"['Holding on to the ball', 'Passing', 'Aerial Duels', 'Tackling']","['Likes to shoot from distance', 'Commits fouls often']",antonio sánchez,1679742361-1409,RCD Mallorca,La Liga,Future Ultimate,FUZIONFIT360,Puma,Supercharge,Control,,Neymar,€2 million
281,10,Valery Fernández,16.0,25,182,Spain,"['Defender Right', 'Midfielder Left']",18,296,2,0,1,0,0.2,90.4,0.1,0,6.2,0.4,0.0,0.2,0.0,0.1,0.1,0.1,0,0.1,0.1,0.1,0.2,0.3,5.2,0.1,0.1,0.0,"['Dribbling', 'Tackling']","['Passing', 'Aerial Duels', 'Finishing', 'Defensive contribution']","['Likes to play short passes', 'Likes to cross', 'Likes to dribble']",valery fernández,1679742361-1427,Girona FC,La Liga,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€2 million
284,10,Abdón Prats,9.0,32,181,Spain,['Forward'],24,438,2,0,4,0,0.6,67.0,0.8,0,6.14,0.1,0.0,0.3,0.0,0.3,0.0,0.0,0,0.1,0.8,0.1,0.5,0.7,3.7,0.0,0.1,0.0,['Headed attempts'],"['Holding on to the ball', 'Passing', 'Defensive contribution']","['Likes to play short passes', 'Likes to do flick ons', 'Does not dive into tackles']",abdón prats,1679742361-1404,RCD Mallorca,La Liga,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€1 million
286,10,Chiquinho,20.0,25,179,Portugal,"['Attacking Midfielder Left', 'Attacking Midfielder Right']",10,237,0,0,2,0,0.7,82.1,0.1,0,6.18,0.2,0.2,0.8,0.0,0.0,0.7,0.0,0,0.3,1.0,0.1,0.9,1.8,4.3,0.3,0.0,0.0,"['Dribbling', 'Finishing', 'Taking set-pieces']","['Discipline', 'Holding on to the ball', 'Passing']","['Gets fouled often', 'Likes to cross', 'Likes to dribble', 'Plays the ball off the ground often', 'Likes to play short passes', 'Likes to tackle', 'Commits fouls often']",chiquinho,1679742361-819,Benfica,Champions League,X Speedportal+,Speedskin,adidas,Pearlized,Speed,Attack,Lionel Messi,€6 million
286,10,Chiquinho,20.0,25,179,Portugal,"['Attacking Midfielder Left', 'Attacking Midfielder Right']",10,237,0,0,2,0,0.7,82.1,0.1,0,6.18,0.2,0.2,0.8,0.0,0.0,0.7,0.0,0,0.3,1.0,0.1,0.9,1.8,4.3,0.3,0.0,0.0,"['Dribbling', 'Finishing', 'Taking set-pieces']","['Discipline', 'Holding on to the ball', 'Passing']","['Gets fouled often', 'Likes to cross', 'Likes to dribble', 'Plays the ball off the ground often', 'Likes to play short passes', 'Likes to tackle', 'Commits fouls often']",chiquinho,1679742361-3590,Wolves,Premier League,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,€3 million
289,11,Nayef Aguerd,21.0,29,190,Morocco,['Defender Centre'],41,2646,1,0,8,0,0.7,87.7,2.7,0,6.84,1.3,0.7,0.7,0.5,4.2,0.3,0.7,0,0.2,0.8,0.0,0.2,0.3,61.3,0.0,3.8,0.0,['Blocking the ball'],[],"['Likes to play long balls', 'Plays the ball off the ground often', 'Does not dive into tackles']",nayef aguerd,1679742361-3634,West Ham United,Premier League,Predator Accuracy+,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,€32 million
291,11,Martín Zubimendi,4.0,26,181,Spain,['Defensive Midfielder C'],55,3883,2,1,11,0,0.6,85.6,1.4,1,6.77,2.0,1.2,1.2,0.1,2.1,0.5,0.5,0,0.5,0.4,0.0,0.4,1.0,47.9,0.0,2.5,0.0,"['Aerial Duels', 'Concentration', 'Ball interception']",[],[],martín zubimendi,1679742361-1343,Real Sociedad,La Liga,Copa Pure+,Fusionskin,adidas,Own Your Football,Control,Midfield,Paulo Dybala,€40 million
292,11,Sergio Gómez,17.0,24,173,Spain,"['Defender Left', 'Midfielder Centre', 'Midfielder Left', 'Midfielder Right']",49,2949,5,5,4,0,0.5,83.2,0.5,2,6.72,1.7,0.5,0.7,0.0,0.6,0.7,0.1,0,1.3,0.4,0.2,0.4,1.1,29.9,1.4,1.0,0.0,"['Taking set-pieces', 'Key passes', 'Holding on to the ball', 'Passing', 'Direct free-kicks', 'Crossing', 'Defensive contribution']",['Concentration'],"['Likes to shoot from distance', 'Likes to cross', 'Likes to play short passes', 'Likes to tackle']",sergio gómez,1679742361-4051,Manchester City,Premier League,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,€15 million
293,11,Takefusa Kubo,14.0,23,173,Japan,"['Attacking Midfielder Centre', 'Attacking Midfielder Left', 'Attacking Midfielder Right', 'Forward']",52,2994,8,2,6,0,1.4,77.1,0.3,4,6.84,1.0,0.4,0.6,0.0,0.3,0.6,0.0,0,1.4,1.7,0.2,1.3,2.3,24.2,0.6,0.6,0.1,['Dribbling'],[],"['Gets fouled often', 'Likes to dribble']",takefusa kubo,1679742361-1334,Real Sociedad,La Liga,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€15 million
297,11,Igor Zubeldia,5.0,28,181,Spain,"['Defender Centre', 'Defensive Midfielder C']",40,2951,0,0,9,1,0.4,87.4,2.1,2,6.61,1.3,1.1,1.3,0.5,3.8,0.3,0.6,0,0.2,0.4,0.0,0.0,0.3,50.1,0.0,2.0,0.0,"['Passing', 'Blocking the ball']",['Discipline'],"['Does not dive into tackles', 'Commits fouls often']",igor zubeldia,1679742361-1352,Real Sociedad,La Liga,Predator Edge.1 Low,Primeknit,adidas,Al Rihla,Control,Midfield,Jude Bellingham,€15 million
297,11,Igor Zubeldia,5.0,28,181,Spain,"['Defender Centre', 'Defensive Midfielder C']",40,2951,0,0,9,1,0.4,87.4,2.1,2,6.61,1.3,1.1,1.3,0.5,3.8,0.3,0.6,0,0.2,0.4,0.0,0.0,0.3,50.1,0.0,2.0,0.0,"['Passing', 'Blocking the ball']",['Discipline'],"['Does not dive into tackles', 'Commits fouls often']",igor zubeldia,1679742361-4453,ACF Fiorentina,Serie A,Predator Accuracy+,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,€11 million
298,11,Hamari Traoré,18.0,33,175,Mali,"['Defender Right', 'Midfielder Right']",15,716,0,1,2,0,0.2,86.1,0.9,0,6.58,1.6,0.8,1.0,0.1,1.7,0.6,0.2,0,0.3,0.3,0.0,0.1,0.5,31.8,0.2,1.4,0.0,"['Holding on to the ball', 'Passing']","['Tackling', 'Concentration']","['Likes to play long balls', 'Does not dive into tackles']",hamari traoré,1679742361-1899,Stade Rennais,Ligue 1,Future Ultimate,FUZIONFIT360,Puma,Supercharge,Control,,Neymar,€10 million
299,11,Álex Remiro,1.0,30,192,Spain,['Goalkeeper'],51,4096,0,0,0,0,0.0,71.3,0.2,2,6.57,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0,0.0,0.2,0.0,0.0,0.0,32.3,0.0,6.4,0.0,"['Long passing', 'Concentration', 'Saving close range shots', 'Shot stopping (Reflexes)']","['Catching crosses', 'Discipline']",[],álex remiro,1679742361-1354,Real Sociedad,La Liga,Predator Accuracy.1,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,€25 million
300,11,Luka Sucic,24.0,22,185,Croatia,['Attacking Midfielder Centre'],48,2473,3,1,6,0,1.4,85.7,0.7,2,6.56,0.9,0.5,0.4,0.0,0.4,0.5,0.1,0,0.9,0.4,0.1,0.6,0.9,28.1,0.2,1.0,0.1,"['Long shots', 'Through balls', 'Key passes', 'Dribbling']",['Tackling'],"['Likes to dribble', 'Likes to do layoffs', 'Likes to play short passes', 'Does not dive into tackles']",luka sucic,1679742361-625,Red Bull Salzburg,Champions League,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Generation,Speed,Attack,Cristiano Ronaldo,€20 million
301,11,Brais Méndez,23.0,28,187,Spain,"['Attacking Midfielder Centre', 'Attacking Midfielder Right', 'Forward']",41,2415,8,5,6,0,1.2,83.1,0.6,2,6.62,1.0,0.4,1.5,0.0,0.7,0.7,0.1,0,1.2,1.6,0.3,1.2,1.3,31.0,0.6,1.0,0.1,"['Key passes', 'Direct free-kicks', 'Through balls', 'Concentration']",['Tackling'],"['Likes to do layoffs', 'Gets fouled often', 'Likes to dribble', 'Commits fouls often']",brais méndez,1679742361-1344,Real Sociedad,La Liga,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€30 million
302,11,Aritz Elustondo,6.0,31,180,Spain,"['Defender Centre', 'Defender Right']",35,2075,0,1,3,1,0.3,84.8,1.3,1,6.54,1.0,0.7,1.3,0.4,3.8,0.3,0.5,0,0.2,0.7,0.0,0.2,0.6,37.0,0.1,1.9,0.0,['Blocking the ball'],"['Tackling', 'Discipline']",['Does not dive into tackles'],aritz elustondo,1679742361-1349,Real Sociedad,La Liga,Copa Pure.1,Fusionskin,adidas,Own Your Football,Control,Midfield,Paulo Dybala,€14 million
303,11,Mikel Oyarzabal,10.0,28,181,Spain,"['Attacking Midfielder Centre', 'Attacking Midfielder Left', 'Attacking Midfielder Right', 'Forward']",63,3265,25,5,8,1,1.4,76.8,0.9,2,6.56,0.5,0.1,0.4,0.0,0.5,0.3,0.1,0,0.5,0.6,0.4,0.7,1.7,13.4,0.1,0.2,0.0,['Long shots'],['Crossing'],"['Likes to play short passes', 'Likes to do layoffs']",mikel oyarzabal,1679742361-1335,Real Sociedad,La Liga,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,€50 million
304,11,Pablo Marín,28.0,21,178,Spain,['Midfielder Centre'],34,1744,2,2,4,0,0.9,81.8,0.9,1,6.43,1.1,0.2,1.0,0.0,0.6,0.5,0.1,0,0.6,0.6,0.0,0.8,1.5,19.9,0.1,0.6,0.0,"['Key passes', 'Dribbling']",['Passing'],"['Likes to dribble', 'Likes to do layoffs', 'Likes to play short passes', 'Does not dive into tackles']",pablo marín,1679742361-4373,Monza,Serie A,Predator Accuracy.1 Low,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,€5 million
305,11,Aihen Muñoz,3.0,27,175,Spain,['Defender Left'],32,1641,0,0,7,1,0.3,77.4,1.1,0,6.46,1.3,0.7,1.1,0.1,2.3,0.6,0.3,0,0.3,0.8,0.0,0.2,0.6,23.8,0.4,0.5,0.0,['Aerial Duels'],[],"['Plays the ball off the ground often', 'Commits fouls often']",aihen muñoz,1679742361-1347,Real Sociedad,La Liga,Ultra Ultimate,ULTRAWEAVE,Puma,Supercharge,Speed,Attack,Antoine Griezmann,€6 million
306,11,Jon Pacheco,20.0,24,184,Spain,['Defender Centre'],19,1055,1,0,5,0,0.1,83.7,1.3,0,6.4,1.3,0.7,1.2,0.2,3.1,0.1,0.5,0,0.0,0.3,0.0,0.1,0.3,35.1,0.0,1.8,0.0,"['Aerial Duels', 'Passing']",['Discipline'],['Commits fouls often'],jon pacheco,1679742361-1351,Real Sociedad,La Liga,Tiempo Legend 9,Kangaroo Leather,Nike,Lucent,Modern C,Defence,Virgil van Dijk,€6 million
309,11,Javi López,12.0,23,184,Spain,['Defender Left'],36,2262,0,0,6,0,0.2,83.1,0.4,0,6.35,1.3,0.4,1.0,0.5,1.7,0.5,0.2,0,0.1,0.9,0.0,0.8,0.7,25.2,0.4,1.2,0.0,['Dribbling'],"['Holding on to the ball', 'Passing', 'Tackling']","['Likes to dribble', 'Likes to cross', 'Likes to play long balls', 'Plays the ball off the ground often', 'Does not dive into tackles']",javi lópez,1679742361-3527,Deportivo Alavés,Other League,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€1 million
310,11,Ander Barrenetxea,7.0,23,175,Spain,"['Midfielder Left', 'Midfielder Right']",43,1735,8,4,7,0,0.9,77.0,0.3,0,6.44,0.9,0.4,1.0,0.0,0.6,0.6,0.0,0,0.6,0.5,0.2,1.0,1.7,15.5,0.3,0.8,0.0,['Dribbling'],"['Crossing', 'Holding on to the ball']",['Commits fouls often'],ander barrenetxea,1679742361-1331,Real Sociedad,La Liga,Mercurial Superfly 8,Flyknit,Nike,Progress,Speed,Attack,Cristiano Ronaldo,€6 million
313,11,Beñat Turrientes,22.0,23,181,Spain,['Defensive Midfielder C'],31,1199,0,0,4,0,0.4,91.0,0.5,0,6.32,0.8,0.3,0.6,0.0,0.6,0.6,0.1,0,0.3,1.0,0.0,0.6,0.8,21.1,0.3,1.2,0.0,['Dribbling'],"['Aerial Duels', 'Tackling']","['Likes to dribble', 'Likes to shoot from distance', 'Does not dive into tackles', 'Commits fouls often']",beñat turrientes,1679742361-1337,Real Sociedad,La Liga,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,€2 million
